Week,dengue-incidence,_interpolatedadmiralty,_interpolatedang-mo-kio,_interpolatedboon-lay-east,_interpolatedchangi,_interpolatedchoa-chu-kang-south,_interpolatedclementi,_interpolatedeast-coast-parkway,_interpolatedkhatib,_interpolatedmarina-barrage,_interpolatednewton,_interpolatedpasir-panjang,_interpolatedseletar,_interpolatedsembawang,_interpolatedtai-seng,_interpolatedtengah,_interpolatedtuas-south,_zeroed_admiralty,_zeroed_ang-mo-kio,_zeroed_boon-lay-east,_zeroed_changi,_zeroed_choa-chu-kang-south,_zeroed_clementi,_zeroed_east-coast-parkway,_zeroed_khatib,_zeroed_marina-barrage,_zeroed_newton,_zeroed_pasir-panjang,_zeroed_seletar,_zeroed_sembawang,_zeroed_tai-seng,_zeroed_tengah,_zeroed_tuas-south,admiralty,ang-mo-kio,boon-lay-east,changi,choa-chu-kang-south,clementi,east-coast-parkway,marina-barrage,newton,pasir-panjang,seletar,sembawang,tai-seng,tengah,total-population
100,-0.0049389159907911526,-0.0452764370276739,-0.04513757423229291,-0.04761522475503331,-0.04522623225387148,-0.04751052953297353,-0.047300477811116945,-0.04536193219626016,-0.04537196429806566,-0.04536239267618507,-0.04511409860101775,-0.04731772645764264,-0.045333048171401956,-0.045292491151162004,-0.04537895708617424,-0.047496673809356654,-0.04749590301294722,-0.07786581623475386,-0.06423161729460262,-0.0153330946313107,-0.05811075238896659,-0.0675216571670875,-0.10138678236526742,-0.12164478593179691,-0.08821929280361147,-0.09900849861645851,-0.1093826632907133,-0.09769539078156288,-0.07065073402036641,-0.0716380981049312,-0.06158748317749302,0.042538697572170873,-0.11017415992203068,0.03336833333333333,0.06457666666666667,0.05092666666666667,0.020153333333333332,0.024325,0.06466833333333333,0.08964666666666667,0.02654166666666667,0.03945166666666667,0.01598166666666667,0.014773333333333333,0.03676,0.073715,9e-05,0.6896686666666667
101,-0.004567940828738738,-0.04437090828712042,-0.04454365878186801,-0.04551895699852242,-0.04522623225387148,-0.045350960008747464,-0.045164327200292315,-0.04536193219626016,-0.04477101112855486,-0.04536239267618507,-0.04511409860101775,-0.04523455611045083,-0.044744307286059076,-0.04437440011431413,-0.04537895708617424,-0.04533773409074954,-0.045378251286255306,-0.08485377410197537,0.023967021378583062,-0.06899892584089821,-0.018595440764469305,-0.03320737237725614,0.009605063592499023,-0.12164478593179691,-0.08821929280361147,-0.032600359300541226,-0.02533072202521781,-0.09769539078156288,-0.03341588771233546,-0.0626833358418148,0.023950687902358415,-0.07927666365722756,-0.11017415992203068,0.03336833333333333,0.06457666666666667,0.05092666666666667,0.020153333333333332,0.024325,0.06466833333333333,0.08964666666666667,0.02654166666666667,0.03945166666666667,0.01598166666666667,0.014773333333333333,0.03676,0.073715,9e-05,0.6896686666666667
102,-0.004716330893559703,-0.044974594114156066,-0.04543453195750537,-0.04521949017616371,-0.04581358591950617,-0.04504245007671516,-0.04485916282731736,-0.04595104819880899,-0.04567244088282107,-0.045940257551040926,-0.04570770516155745,-0.04493696034656628,-0.0456274186140734,-0.044986460805546045,-0.04596073858727904,-0.04502931413094852,-0.0450757296110136,0.08485377410197537,0.04697536190202279,-0.07228458897617909,0.11970814992127116,-0.02767281031438012,-0.07043713301165946,-0.12164478593179691,-0.08821929280361147,0.015696469292853163,-0.029936307847984688,-0.09769539078156288,0.051555941041889,0.02955071546828413,-0.018248143163701634,-0.04253869757217089,-0.11017415992203068,0.03336833333333333,0.06457666666666667,0.05092666666666667,0.020153333333333332,0.024325,0.06466833333333333,0.08964666666666667,0.02654166666666667,0.03945166666666667,0.01598166666666667,0.014773333333333333,0.03676,0.073715,9e-05,0.6896686666666667
103,-0.0049389159907911526,-0.0452764370276739,-0.04513757423229291,-0.04611789064323981,-0.04581358591950617,-0.04596797987281205,-0.04577465594624221,-0.04595104819880899,-0.04537196429806566,-0.045940257551040926,-0.04570770516155745,-0.04582974763821992,-0.045333048171401956,-0.045292491151162004,-0.04596073858727904,-0.04595457401035157,-0.04598329463673871,0.03394150964079015,-0.023008340523439745,0.02299964194696609,0.09646384896568452,-0.0033207372377256224,0.0010672292880554426,-0.12164478593179691,-0.08821929280361147,0.0748600843197613,0.04375306531628533,-0.09769539078156288,0.011456875787086438,-0.014327619620986238,0.07299257265480658,-0.010634674393042734,-0.11017415992203068,0.03336833333333333,0.06457666666666667,0.05092666666666667,0.020153333333333332,0.024325,0.06466833333333333,0.08964666666666667,0.02654166666666667,0.03945166666666667,0.01598166666666667,0.014773333333333333,0.03676,0.073715,9e-05,0.6896686666666667
104,-0.005161501088022601,-0.05010592364395912,-0.04959194011047971,-0.050310426156261606,-0.04963138474613169,-0.05028711892126419,-0.050046957167891475,-0.04978030221537641,-0.049879113069396686,-0.049696379237604026,-0.04956614780506555,-0.04999608833260354,-0.04974860481147357,-0.050188976681017364,-0.049742318344460225,-0.050272453447565806,-0.05021859809012253,0.13376947917252585,0.17639727734637134,0.1631879357189498,0.34169122404712354,0.14611243845992702,0.13233643171887535,-0.12164478593179691,-0.08821929280361147,0.2535583501153206,0.22682510177126866,-0.09769539078156288,0.1966763676783173,0.14148524375723914,0.27144112956006183,0.09957922386212731,-0.11017415992203068,0.03336833333333333,0.06457666666666667,0.05092666666666667,0.020153333333333332,0.024325,0.06466833333333333,0.08964666666666667,0.02654166666666667,0.03945166666666667,0.01598166666666667,0.014773333333333333,0.03676,0.073715,9e-05,0.6896686666666667
105,-0.005087306055612119,-0.04618196576822738,-0.04662236285835518,-0.04701629111031592,-0.04669461641795822,-0.04689350966890894,-0.04669014906516705,-0.04683472220263225,-0.046874347221842666,-0.046807054863324725,-0.04659811500236701,-0.046722534929873556,-0.04680490038475916,-0.046210582188009885,-0.04683341083893623,-0.04687983388975462,-0.04689085966246382,-0.11480216496149608,-0.0977854472246189,-0.1270456412308602,-0.11273485963459519,-0.12618801503357335,-0.1216641388383209,-0.12164478593179691,-0.08821929280361147,-0.11832723005381626,-0.12319942075901393,-0.09769539078156288,-0.10788558032839735,-0.1074571471573968,-0.10948885898220982,-0.11311426399872714,-0.11017415992203068,0.03421785,0.06423190000000001,0.05164,0.02031905,0.024933566666666667,0.06548548333333334,0.08972476666666666,0.026159766666666667,0.0394269,0.01589595,0.017375233333333334,0.037369516666666665,0.07352833333333333,9.571666666666666e-05,0.6932818166666667
106,-0.005013111023201636,-0.04557827994119173,-0.04602844740793027,-0.04671682428795721,-0.04640093958514086,-0.04658499973687664,-0.0463849846921921,-0.04654016420135782,-0.046273394052331863,-0.046518122425896785,-0.04630131172209716,-0.046424939165989006,-0.04621615949941628,-0.04559852149677797,-0.04654252008838383,-0.0465714139299536,-0.04658833798722211,-0.09982796953173571,-0.09682676636947558,-0.10952210450936226,-0.08949055867900856,-0.11179815367009568,-0.11632799239804367,-0.12164478593179691,-0.08821929280361147,-0.08934913289777963,-0.11398824911348018,-0.09769539078156288,-0.09929292348808251,-0.10029333734690368,-0.09466224266170223,-0.09087812663145599,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
107,-0.005013111023201636,-0.04346537954656694,-0.04484061650708046,-0.04551895699852242,-0.044345201755419436,-0.045350960008747464,-0.045164327200292315,-0.044478258192436906,-0.045071487713310265,-0.044495595363901276,-0.044223688760208185,-0.04523455611045083,-0.04503867772873052,-0.04345630907746625,-0.04450628483451704,-0.04533773409074954,-0.045378251286255306,-0.11480216496149608,-0.10833093663119545,-0.09418900987805154,-0.11505928973015385,-0.06420091992936187,-0.10245401165332287,-0.12164478593179691,-0.08821929280361147,-0.11229012647964197,-0.07023518379719486,-0.09769539078156288,-0.10884031997732121,-0.10566619470477354,-0.12089394845952334,-0.03770475466624238,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
108,-0.00511203773308228,-0.04588012285470955,-0.04662236285835518,-0.04821415839975071,-0.04669461641795822,-0.048127549397038116,-0.04791080655706684,-0.04683472220263225,-0.046874347221842666,-0.046807054863324725,-0.04659811500236701,-0.04791291798541173,-0.04680490038475916,-0.04590455184239392,-0.04683341083893623,-0.04811351372895869,-0.048100946363430624,0.15672991216482507,0.03738855335058956,0.09309378883295792,0.1929276979313691,0.14500552604735184,0.03094964935360795,-0.12164478593179691,-0.08821929280361147,0.05191909073789896,0.03914747949351845,-0.09769539078156288,0.05537489963758447,0.11462095696788993,0.10720784108674714,0.16628763596394072,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
109,-0.005087306055612119,-0.0440690653736026,-0.04454365878186801,-0.04551895699852242,-0.04493255542105413,-0.045350960008747464,-0.045164327200292315,-0.04506737419498574,-0.04477101112855486,-0.045073460238757135,-0.04481729532074789,-0.04523455611045083,-0.044744307286059076,-0.04406836976869817,-0.04508806633562184,-0.04533773409074954,-0.045378251286255306,-0.11480216496149608,-0.10737225577605213,-0.1259504201857666,-0.1092482144912572,-0.12618801503357335,-0.11952968026221,-0.12164478593179691,-0.08821929280361147,-0.12074207148348598,-0.12550221367039738,-0.09769539078156288,-0.10502136138162574,-0.10387524225215024,-0.11519140372086657,-0.11408105257991283,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
110,-0.00513676941055244,-0.0440690653736026,-0.04543453195750537,-0.04581842382088111,-0.04551990908668882,-0.045659469940779754,-0.045469491573267254,-0.04565649019753457,-0.04567244088282107,-0.045651325113612994,-0.045410901881287595,-0.04553215187433537,-0.0456274186140734,-0.04406836976869817,-0.04566984783672663,-0.04564615405055055,-0.045680772961497,-0.11480216496149608,-0.10833093663119545,-0.0010952210450936187,-0.11505928973015385,-0.12729492744614856,-0.11952968026221,-0.12164478593179691,-0.08821929280361147,-0.12436433362799057,-0.12665361012608908,-0.09769539078156288,-0.10884031997732121,-0.1074571471573968,-0.12203445740725469,-0.11311426399872714,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
111,-0.005285159475373407,-0.04557827994119173,-0.04662236285835518,-0.04671682428795721,-0.04669461641795822,-0.04658499973687664,-0.0463849846921921,-0.04683472220263225,-0.046874347221842666,-0.046807054863324725,-0.04659811500236701,-0.046424939165989006,-0.04680490038475916,-0.04559852149677797,-0.04683341083893623,-0.0465714139299536,-0.04658833798722211,-0.07586925684411915,-0.06423161729460262,-0.09199856778786428,-0.04532638686339394,-0.08523225576829077,-0.0875128016205466,-0.12164478593179691,-0.08821929280361147,-0.0724452428900916,-0.08405194126549548,-0.09769539078156288,-0.060148597882203836,-0.06626524074706136,-0.07299257265480653,-0.07637629791367045,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
112,-0.004914184313320992,-0.04376722246008477,-0.044246701056655555,-0.04521949017616371,-0.044345201755419436,-0.04504245007671516,-0.04485916282731736,-0.044478258192436906,-0.04447053454379946,-0.044495595363901276,-0.044223688760208185,-0.04493696034656628,-0.04444993684338764,-0.043762339423082205,-0.04450628483451704,-0.04502931413094852,-0.0450757296110136,-0.09982796953173571,-0.0977854472246189,-0.017523536721497958,-0.11273485963459519,-0.06088018269163627,-0.06403375728332679,-0.12164478593179691,-0.08821929280361147,-0.08934913289777963,-0.07138658025288656,-0.09769539078156288,-0.10788558032839735,-0.10566619470477354,-0.10492682319128441,-0.05994089203351353,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
113,-0.00511203773308228,-0.04255985080601347,-0.043058870155805735,-0.04462055653144631,-0.0428768175913327,-0.04442543021265057,-0.04424883408136747,-0.04300546818606483,-0.04326862820477785,-0.043050933176761626,-0.042739672358858914,-0.04434176881879719,-0.04327245507270187,-0.04253821804061837,-0.043051831081755046,-0.04441247421134648,-0.0444706862605302,-0.08685033349261007,-0.10641357492090882,-0.09637945196823877,-0.11389707468237452,-0.10072902954434364,-0.09711786521304563,-0.12164478593179691,-0.08821929280361147,-0.12436433362799057,-0.1208966278476305,-0.09769539078156288,-0.10215714243485413,-0.07432452678386613,-0.12203445740725469,-0.06864198926418484,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
114,-0.005285159475373407,-0.04286169371953129,-0.043355827881018195,-0.04342268924201151,-0.0428768175913327,-0.043191390484521384,-0.04302817658946767,-0.04300546818606483,-0.043569104789533256,-0.043050933176761626,-0.042739672358858914,-0.043151385763259005,-0.04356682551537331,-0.04284424838623433,-0.043051831081755046,-0.04317879437214241,-0.043260599559563385,-0.11380388526617873,-0.09682676636947558,-0.11390298868973674,-0.11157264458681584,-0.11843962814554691,-0.109924616669711,-0.12164478593179691,-0.08821929280361147,-0.11470496790931169,-0.1151396455691719,-0.09769539078156288,-0.08974552699884382,-0.08238381282067088,-0.11519140372086657,-0.11408105257991283,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
115,-0.004790525925970186,-0.04255985080601347,-0.043355827881018195,-0.043123222419652815,-0.041995787092880654,-0.042882880552489094,-0.042723012216492724,-0.04212179418224157,-0.043569104789533256,-0.042184135864477834,-0.04184926251804935,-0.04285378999937447,-0.04356682551537331,-0.04253821804061837,-0.042179158830097846,-0.0428703744123414,-0.04295807788432169,0.006987957867221493,-0.06998370242546255,-0.07666547315655357,-0.09413941887012588,-0.028779722726955323,-0.08858003090860207,-0.12164478593179691,-0.08821929280361147,-0.08089718789393562,-0.06447820151873626,-0.09769539078156288,-0.03246114806341159,-0.040296430184023804,-0.015967125268238916,-0.043505486153356594,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
116,-0.005161501088022601,-0.04376722246008477,-0.04454365878186801,-0.04551895699852242,-0.0428768175913327,-0.045350960008747464,-0.045164327200292315,-0.04300546818606483,-0.04477101112855486,-0.043050933176761626,-0.042739672358858914,-0.04523455611045083,-0.044744307286059076,-0.043762339423082205,-0.043051831081755046,-0.04533773409074954,-0.045378251286255306,-0.03893290811737694,0.013421531972006502,-0.0021904420901872374,-0.05811075238896659,-0.0011069124125752008,-0.03948748365805152,-0.12164478593179691,-0.08821929280361147,-0.05071167002306413,-0.059872615695969376,-0.09769539078156288,0.019094792978477406,-0.048355716220828564,-0.03649628632740327,-0.0009667885811857157,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
117,-0.004963647668261313,-0.04165432206545999,-0.04246495470538083,-0.041625888307859314,-0.04052740292879392,-0.041340330892327616,-0.041197190351617986,-0.040649004175869495,-0.04266767503526705,-0.04073947367733818,-0.04036524611670008,-0.04136581117995174,-0.04268371418735899,-0.04162012700377049,-0.04072470507733585,-0.04132827461333631,-0.041445469508113175,-0.07187613806284972,-0.07573578755632249,-0.08980812569767704,-0.09181498877456722,-0.10294285436949406,-0.07257159158777036,-0.12164478593179691,-0.08821929280361147,-0.11591238862414656,-0.09211171645533751,-0.09769539078156288,-0.03723484630803094,-0.022386905657791,-0.029653232641015156,-0.08121024081959896,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
118,-0.004567940828738738,-0.04255985080601347,-0.04276191243059329,-0.04432108970908761,-0.041995787092880654,-0.044116920280618276,-0.043943669708392516,-0.04212179418224157,-0.04296815162002245,-0.042184135864477834,-0.04184926251804935,-0.04404417305491264,-0.04297808463003043,-0.04253821804061837,-0.042179158830097846,-0.04410405425154546,-0.044168164585288494,-0.08984517257856214,-0.03355382993001629,-0.06571326270561735,-0.08600391353567055,-0.05534562062876024,-0.06616821585943769,-0.12164478593179691,-0.08821929280361147,-0.04708940787855954,-0.06562959797442798,-0.09769539078156288,-0.07256021331821415,-0.0626833358418148,-0.05816595633429896,-0.03577117750387098,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
119,-0.0045926725062088985,-0.04195616497897781,-0.04246495470538083,-0.043123222419652815,-0.04111475659442861,-0.042882880552489094,-0.042723012216492724,-0.041238120178418325,-0.04266767503526705,-0.041317338552194036,-0.04095885267723979,-0.04285378999937447,-0.04268371418735899,-0.04192615734938645,-0.041306486578440646,-0.0428703744123414,-0.04295807788432169,0.013975915734443005,-0.04889272361230945,-0.049284947029213,-0.032542021337821296,-0.045383408915583394,0.009605063592499023,-0.12164478593179691,-0.08821929280361147,0.002414841429669711,-0.02763351493660126,-0.09769539078156288,-0.07542443226498576,-0.012536667168362964,-0.01938865211143298,-0.05123979480284221,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
120,-0.0047657942485000255,-0.04105063623842434,-0.04157408152974347,-0.043123222419652815,-0.03964637243034188,-0.042882880552489094,-0.042723012216492724,-0.03976533017204624,-0.04176624528100084,-0.039872676365054385,-0.03947483627589052,-0.04285378999937447,-0.04180060285934466,-0.041008066312538574,-0.03985203282567865,-0.0428703744123414,-0.04295807788432169,-0.05690194263308936,-0.026843063944013038,-0.0339518523979023,-0.09995049410902253,-0.07859078129283954,-0.06083206941916045,-0.12164478593179691,-0.08821929280361147,-0.0664081393159173,-0.1093826632907133,-0.09769539078156288,-0.02768744981879224,-0.09581595621534547,-0.06729002791614978,-0.06284125777707063,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
121,-0.004567940828738738,-0.04195616497897781,-0.043058870155805735,-0.04372215606437021,-0.04111475659442861,-0.04349990041655368,-0.043333340962442624,-0.041238120178418325,-0.04326862820477785,-0.041317338552194036,-0.04095885267723979,-0.043448981527143556,-0.04327245507270187,-0.04192615734938645,-0.041306486578440646,-0.04348721433194343,-0.04356312123480509,0.03094667055483807,-0.07190106413574919,-0.055856273299774745,-0.016271010668910648,0.02767281031438012,-0.08964726019665752,-0.12164478593179691,-0.08821929280361147,-0.10021591933129337,-0.08059775189842033,-0.09769539078156288,-0.042963284201574165,-0.03313262037353067,-0.052463411595642204,0.05414016054639929,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
122,-0.004469014118858093,-0.04467275120063825,-0.04484061650708046,-0.04611789064323981,-0.043757848089784744,-0.04596797987281205,-0.04577465594624221,-0.043889142189888077,-0.045071487713310265,-0.04391773048904542,-0.04363008219966848,-0.04582974763821992,-0.04503867772873052,-0.04468043045993009,-0.043924503333412246,-0.04595457401035157,-0.04598329463673871,0.06588645989094559,-0.0038347234205732936,0.09090334674277069,0.06973290286675991,0.16160921223597993,0.10031955307721195,-0.12164478593179691,-0.08821929280361147,0.013281627863183454,0.005756982278458595,-0.09769539078156288,-0.05060120139296513,0.028655239241972476,0.028512723693283806,0.09474528095619879,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
123,-0.003999112246925034,-0.04135247915194216,-0.04157408152974347,-0.04282375559729411,-0.04140843342724596,-0.0425743706204568,-0.04241784784351778,-0.04153267817969274,-0.04176624528100084,-0.041606270989621975,-0.04125565595750964,-0.04255619423548992,-0.04180060285934466,-0.04131409665815453,-0.04159737732899305,-0.04256195445254037,-0.04265555620907998,-0.025955272078251285,-0.02971910650944301,-0.04380884180374489,0.0151087956211313,-0.024352073076654497,-0.04268917152221786,-0.12164478593179691,-0.08821929280361147,0.04708940787855952,0.00690837873415031,-0.09769539078156288,-0.08210760980745287,-0.030446191694595764,0.011405089477313522,-0.020302560204899754,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
124,-0.0041475023117460005,-0.03531562088158564,-0.03682275792634422,-0.03773281961719621,-0.036709604102168406,-0.037329701775907775,-0.037230053502943665,-0.03681975015930208,-0.03695861992491442,-0.036983351990775085,-0.03650680347319198,-0.03749706624945266,-0.037090675776601606,-0.03519348974583534,-0.03694312532015466,-0.037318815135923084,-0.03751268772997105,-0.11480216496149608,-0.09682676636947558,-0.07995113629183444,-0.11389707468237452,-0.12618801503357335,-0.0875128016205466,-0.12164478593179691,-0.08821929280361147,-0.08331202932360533,-0.08635473417687893,-0.09769539078156288,-0.10884031997732121,-0.1074571471573968,-0.11633191266859792,-0.11408105257991283,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
125,-0.0036281370848726194,-0.0383340500167639,-0.03919841972804384,-0.041026954663141914,-0.038765341931889845,-0.04072331102826303,-0.040586861605668094,-0.038881656168223,-0.039362432602957624,-0.0390058790527706,-0.03858442643508097,-0.040770619652182656,-0.039445639317973125,-0.038253793201994936,-0.03897936057402147,-0.040711434693734276,-0.040840426157629776,-0.10681592739895722,-0.10066148979004887,-0.0777606942016472,-0.038353096576717954,-0.09298064265631721,-0.026680732201386163,-0.12164478593179691,-0.08821929280361147,-0.08331202932360533,-0.03339049721505986,-0.09769539078156288,-0.0964287045413109,-0.07074262187861957,-0.01254559842504487,-0.08121024081959896,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
126,-0.004221697344156484,-0.0440690653736026,-0.044246701056655555,-0.04611789064323981,-0.0428768175913327,-0.04596797987281205,-0.04577465594624221,-0.04300546818606483,-0.04447053454379946,-0.043050933176761626,-0.042739672358858914,-0.04582974763821992,-0.04444993684338764,-0.04406836976869817,-0.043051831081755046,-0.04595457401035157,-0.04598329463673871,0.011979356343808279,-0.05656217045345603,-0.08104635733692807,-0.029055376194483295,-0.023245160664079296,-0.08004219660415848,-0.12164478593179691,-0.08821929280361147,-0.10504560219063282,-0.08750613063257064,-0.09769539078156288,0.011456875787086438,0.009850238489428037,-0.09238122476623953,-0.02223613736727115,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
127,-0.0043206240540371275,-0.04225800789249564,-0.04276191243059329,-0.04342268924201151,-0.04052740292879392,-0.043191390484521384,-0.04302817658946767,-0.040649004175869495,-0.04296815162002245,-0.04073947367733818,-0.04036524611670008,-0.043151385763259005,-0.04297808463003043,-0.042232187695002414,-0.04072470507733585,-0.04317879437214241,-0.043260599559563385,-0.09783141014110101,-0.0977854472246189,-0.11828387287011123,-0.07438176305787723,-0.12397419020842293,-0.12273136812637635,-0.12164478593179691,-0.08821929280361147,-0.12315691291315571,-0.11283685265778845,-0.09769539078156288,0.011456875787086438,-0.0626833358418148,-0.11975343951179199,-0.11408105257991283,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
128,-0.004098038956805678,-0.04286169371953129,-0.04365278560623064,-0.04581842382088111,-0.0428768175913327,-0.045659469940779754,-0.045469491573267254,-0.04300546818606483,-0.04386958137428865,-0.043050933176761626,-0.042739672358858914,-0.04553215187433537,-0.043861195958044746,-0.04284424838623433,-0.043051831081755046,-0.04564615405055055,-0.045680772961497,-0.09284001166451422,-0.0249257022337264,-0.032856631352808675,-0.0255687310511453,-0.08523225576829077,-0.06296652799527135,-0.12164478593179691,-0.08821929280361147,-0.024148414296697195,-0.00921117164553374,-0.09769539078156288,-0.09547396489238703,-0.07790643168911268,-0.030793741588746502,-0.06864198926418484,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
129,-0.004023843924395195,-0.04074879332490651,-0.041277123804531024,-0.04372215606437021,-0.04082107976161127,-0.04349990041655368,-0.043333340962442624,-0.04094356217714391,-0.04146576869624544,-0.04102840611476612,-0.04066204939696994,-0.043448981527143556,-0.04150623241667323,-0.040702035966922616,-0.04101559582788825,-0.04348721433194343,-0.04356312123480509,-0.11480216496149608,-0.10737225577605213,-0.11390298868973674,-0.1092482144912572,-0.12286727779584773,-0.11846245097415456,-0.12164478593179691,-0.08821929280361147,-0.12315691291315571,-0.12665361012608908,-0.09769539078156288,-0.10884031997732121,-0.1074571471573968,-0.12089394845952334,-0.11214747541754143,-0.11017415992203068,0.034855,0.06397333333333333,0.052175,0.020443333333333334,0.02539,0.06609833333333333,0.08978333333333334,0.025873333333333335,0.03940833333333333,0.015831666666666667,0.019326666666666666,0.03782666666666667,0.07338833333333333,0.0001,0.6959916666666667
