Week,dengue-incidence,_interpolatedadmiralty,_interpolatedang-mo-kio,_interpolatedboon-lay-east,_interpolatedchangi,_interpolatedchoa-chu-kang-south,_interpolatedclementi,_interpolatedeast-coast-parkway,_interpolatedkhatib,_interpolatedmarina-barrage,_interpolatednewton,_interpolatedpasir-panjang,_interpolatedseletar,_interpolatedsembawang,_interpolatedtai-seng,_interpolatedtengah,_interpolatedtuas-south,_zeroed_admiralty,_zeroed_ang-mo-kio,_zeroed_boon-lay-east,_zeroed_changi,_zeroed_choa-chu-kang-south,_zeroed_clementi,_zeroed_east-coast-parkway,_zeroed_khatib,_zeroed_marina-barrage,_zeroed_newton,_zeroed_pasir-panjang,_zeroed_seletar,_zeroed_sembawang,_zeroed_tai-seng,_zeroed_tengah,_zeroed_tuas-south,admiralty,ang-mo-kio,boon-lay-east,changi,choa-chu-kang-south,clementi,east-coast-parkway,marina-barrage,newton,pasir-panjang,seletar,sembawang,tai-seng,tengah,total-population
11,-0.005507744572604855,-0.046483808681745196,-0.046325405133142726,-0.046417357465598504,-0.046107262752323526,-0.04627648980484434,-0.046079820319217146,-0.04624560620008341,-0.046573870637087275,-0.046229189988468866,-0.04600450844182731,-0.046127343402104455,-0.04651052994208772,-0.046516612533625844,-0.04625162933783144,-0.04626299397015258,-0.04628581631198041,-0.04292602689864636,0.1284632345892052,-0.04490406284883852,0.09181498877456722,-0.06641474475451228,-0.03948748365805152,-0.12164478593179691,-0.08821929280361147,0.009659365718678866,-0.00690837873415031,-0.09769539078156288,0.14702990593427603,0.0,0.06044697422976168,-0.07154235500774195,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
12,-0.005285159475373407,-0.04738933742229868,-0.04691932058356763,-0.04761522475503331,-0.04640093958514086,-0.04751052953297353,-0.047300477811116945,-0.04654016420135782,-0.04717482380659807,-0.046518122425896785,-0.04630131172209716,-0.04731772645764264,-0.04709927082743061,-0.04743470357047372,-0.04654252008838383,-0.047496673809356654,-0.04749590301294722,-0.06688473958626294,-0.03547119164030294,-0.04052317866846403,-0.01045993543001399,0.006641474475451225,-0.061899298707215895,-0.12164478593179691,-0.08821929280361147,0.012074207148348597,-0.00460558582276688,-0.09769539078156288,-0.025777970520944507,-0.04208738263664708,-0.01938865211143298,0.018368983042528323,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
13,-0.005433549540194373,-0.04799302324933433,-0.04721627830878009,-0.04911255886682681,-0.04581358591950617,-0.04905307919313501,-0.04882629967599169,-0.04595104819880899,-0.04747530039135348,-0.045940257551040926,-0.04570770516155745,-0.04880570527706537,-0.04739364127010205,-0.048046764261705635,-0.04596073858727904,-0.049038773608361744,-0.049008511389155726,0.17370066698522013,0.05752085130859935,0.0010952210450936382,-0.03137980629004196,0.16160921223597993,0.09284894806082383,-0.12164478593179691,-0.08821929280361147,0.08451945003844019,0.06678099443011969,-0.09769539078156288,-0.01814005332955354,0.067160716973373,0.06044697422976168,0.21075991069848302,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
14,-0.0054830128951346944,-0.0452764370276739,-0.04454365878186801,-0.04581842382088111,-0.044345201755419436,-0.045659469940779754,-0.045469491573267254,-0.044478258192436906,-0.04477101112855486,-0.044495595363901276,-0.044223688760208185,-0.04553215187433537,-0.044744307286059076,-0.045292491151162004,-0.04450628483451704,-0.04564615405055055,-0.045680772961497,-0.031944950250155424,0.024925702233726383,-0.042713620758651275,-0.033704236385600626,-0.007748386888026426,0.027747961489441607,-0.12164478593179691,-0.08821929280361147,0.1231569129131557,0.07714356253134519,-0.09769539078156288,-0.08210760980745287,-0.05910143093656824,0.14256361846641905,0.04737264047809938,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
15,-0.0053840861852540505,-0.04376722246008477,-0.04365278560623064,-0.04462055653144631,-0.043757848089784744,-0.04442543021265057,-0.04424883408136747,-0.043889142189888077,-0.04386958137428865,-0.04391773048904542,-0.04363008219966848,-0.04434176881879719,-0.043861195958044746,-0.043762339423082205,-0.043924503333412246,-0.04441247421134648,-0.0444706862605302,-0.05889850202372408,0.0019173617102866381,-0.11171254659954949,0.039515311624497285,-0.10958432884494528,-0.09925232378915654,-0.12164478593179691,-0.08821929280361147,0.010866786433513721,-0.028784911392292976,-0.09769539078156288,0.04678224279726965,-0.07701095546280104,0.03193425053647787,-0.0986124352809416,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
16,-0.0053840861852540505,-0.04557827994119173,-0.04543453195750537,-0.04581842382088111,-0.044638878588236786,-0.045659469940779754,-0.045469491573267254,-0.04477281619371133,-0.04567244088282107,-0.04478452780132921,-0.04452049204047804,-0.04553215187433537,-0.0456274186140734,-0.04559852149677797,-0.044797175585069446,-0.04564615405055055,-0.045680772961497,0.03793462842205958,0.05656217045345602,0.043808841803744905,0.08600391353567055,-0.02656589790180492,-0.01707566860888714,-0.12164478593179691,-0.08821929280361147,-0.0072445242890091755,-0.00921117164553374,-0.09769539078156288,0.047736982446193496,-0.0134321433946746,0.08439766213212009,-0.019335771623714037,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
17,-0.005285159475373407,-0.04588012285470955,-0.04543453195750537,-0.04581842382088111,-0.044638878588236786,-0.045659469940779754,-0.045469491573267254,-0.04477281619371133,-0.04567244088282107,-0.04478452780132921,-0.04452049204047804,-0.04553215187433537,-0.0456274186140734,-0.04590455184239392,-0.044797175585069446,-0.04564615405055055,-0.045680772961497,-0.05390710354713729,0.013421531972006502,0.01533309463131072,0.009297720382234642,-0.04095575926528258,-0.057630381554994115,-0.12164478593179691,-0.08821929280361147,-0.06520071860108244,-0.008059775189842024,-0.09769539078156288,-0.06205807718005157,-0.08059286036804761,0.010264580529582174,-0.0483394290592851,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
18,-0.005309891152843567,-0.04467275120063825,-0.0439497433314431,-0.04521949017616371,-0.044345201755419436,-0.04504245007671516,-0.04485916282731736,-0.044478258192436906,-0.04417005795904406,-0.044495595363901276,-0.044223688760208185,-0.04493696034656628,-0.04415556640071619,-0.04468043045993009,-0.04450628483451704,-0.04502931413094852,-0.0450757296110136,-0.08385549440665802,-0.08723995781804236,-0.09966511510351965,-0.04183974172005595,-0.08633916818086597,-0.07257159158777036,-0.12164478593179691,-0.08821929280361147,-0.03743004215988066,-0.03339049721505986,-0.09769539078156288,-0.07160547366929028,-0.06895166942599629,-0.08553817107985141,-0.07347593217011335,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
19,-0.005408817862724211,-0.04135247915194216,-0.040980166079318564,-0.04192535513021801,-0.04082107976161127,-0.041648840824359906,-0.041502354724592926,-0.04094356217714391,-0.04116529211149004,-0.04102840611476612,-0.04066204939696994,-0.04166340694383628,-0.04121186197400178,-0.04131409665815453,-0.04101559582788825,-0.041636694573137324,-0.04174799118335487,-0.10881248678959193,-0.10545489406576547,-0.1259504201857666,-0.08716612858344988,-0.08855299300601639,-0.11952968026221,-0.12164478593179691,-0.08821929280361147,-0.12436433362799057,-0.12780500658178082,-0.09769539078156288,-0.08401708910530059,-0.0492511924471402,-0.09580275160943358,-0.06767520068299915,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
20,-0.005260427797903246,-0.04044695041138868,-0.03979233517846876,-0.041625888307859314,-0.03935269559752454,-0.041340330892327616,-0.041197190351617986,-0.03947077217077183,-0.03996338577246844,-0.03958374392762646,-0.03917803299562067,-0.04136581117995174,-0.04003438020331602,-0.04039600562130665,-0.03956114207512626,-0.04132827461333631,-0.041445469508113175,-0.07786581623475386,-0.1016201706451922,-0.09966511510351965,-0.08832834363122923,-0.09408755506889241,-0.10672292880554465,-0.12164478593179691,-0.08821929280361147,-0.09176397432744936,-0.10707987037932985,-0.09769539078156288,-0.0935644855945393,-0.04298285886295872,-0.08097613528892601,-0.09184491521264168,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
21,-0.005408817862724211,-0.04135247915194216,-0.040980166079318564,-0.04342268924201151,-0.03935269559752454,-0.043191390484521384,-0.04302817658946767,-0.03947077217077183,-0.04116529211149004,-0.03958374392762646,-0.03917803299562067,-0.043151385763259005,-0.04121186197400178,-0.04131409665815453,-0.03956114207512626,-0.04317879437214241,-0.043260599559563385,-0.0349397893361075,-0.06519029814974593,-0.0777606942016472,-0.08251726839233256,-0.05423870821618504,-0.05229423511471688,-0.12164478593179691,-0.08821929280361147,-0.12436433362799057,-0.1208966278476305,-0.09769539078156288,-0.008592656840314836,-0.04566928754189364,-0.11519140372086657,-0.0483394290592851,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
22,-0.00535935450778389,-0.04437090828712042,-0.04365278560623064,-0.04492002335380501,-0.0428768175913327,-0.04473394014468286,-0.04455399845434241,-0.04300546818606483,-0.04386958137428865,-0.043050933176761626,-0.042739672358858914,-0.04463936458268173,-0.043861195958044746,-0.04437440011431413,-0.043051831081755046,-0.044720894171147496,-0.04477320793577189,-0.09184173196919686,-0.07094238328060587,-0.07337981002127271,-0.09181498877456722,-0.08412534335571556,-0.037353025081940626,-0.12164478593179691,-0.08821929280361147,-0.06278587717141272,-0.029936307847984688,-0.09769539078156288,-0.02864218946771611,-0.051042144899763484,-0.057025447386567604,-0.08894454946908459,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
23,-0.005235696120433084,-0.04588012285470955,-0.04573148968271783,-0.04671682428795721,-0.04493255542105413,-0.04658499973687664,-0.0463849846921921,-0.04506737419498574,-0.04597291746757647,-0.045073460238757135,-0.04481729532074789,-0.046424939165989006,-0.04592178905674484,-0.04590455184239392,-0.04508806633562184,-0.0465714139299536,-0.04658833798722211,-0.04891570507055051,-0.06423161729460262,-0.06133237852524286,-0.07089511791453924,-0.05866635786648585,-0.05869761084304956,-0.12164478593179691,-0.08821929280361147,-0.030185517870871505,-0.03454189367075157,-0.09769539078156288,-0.04869172209511739,-0.05551952603132168,-0.06158748317749302,-0.05220658338402791,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
24,-0.005334622830313728,-0.0440690653736026,-0.043355827881018195,-0.04521949017616371,-0.043464171256967395,-0.04504245007671516,-0.04485916282731736,-0.04359458418861366,-0.043569104789533256,-0.043628798051617484,-0.04333327891939862,-0.04493696034656628,-0.04356682551537331,-0.04406836976869817,-0.04363361258285984,-0.04502931413094852,-0.0450757296110136,-0.07387269745348443,-0.08723995781804236,-0.013142652541123463,-0.05229967715006993,-0.07969769370541475,-0.027747961489441607,-0.12164478593179691,-0.08821929280361147,-0.06399329788624758,-0.07023518379719486,-0.09769539078156288,-0.08306234945637671,-0.09581595621534547,-0.09922427845262764,-0.06284125777707063,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
25,-0.005309891152843567,-0.046483808681745196,-0.04602844740793027,-0.04671682428795721,-0.04493255542105413,-0.04658499973687664,-0.0463849846921921,-0.04506737419498574,-0.046273394052331863,-0.045073460238757135,-0.04481729532074789,-0.046424939165989006,-0.04621615949941628,-0.046516612533625844,-0.04508806633562184,-0.0465714139299536,-0.04658833798722211,-0.07387269745348443,0.03738855335058956,-0.05476105225468112,-0.043001956767835275,-0.08191151853056516,-0.013873980744720812,-0.12164478593179691,-0.08821929280361147,-0.05795619431207328,0.0034541893670751653,-0.09769539078156288,-0.021004272276325158,-0.06178785961550316,0.012545598425044891,-0.06767520068299915,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
26,-0.005062574378141957,-0.0440690653736026,-0.043355827881018195,-0.044021622886728916,-0.0428768175913327,-0.043808410348585985,-0.04363850533541758,-0.04300546818606483,-0.043569104789533256,-0.043050933176761626,-0.042739672358858914,-0.043746577291028106,-0.04356682551537331,-0.04406836976869817,-0.043051831081755046,-0.04379563429174445,-0.0438656429100468,-0.10781420709427458,-0.05560348959831271,-0.11828387287011123,-0.0801928382967739,-0.08523225576829077,-0.09818509450110106,-0.12164478593179691,-0.08821929280361147,-0.061578456456577856,-0.07599216607565346,-0.09769539078156288,-0.09738344419023479,-0.10118881357321532,-0.06272799212522437,-0.10731353251161292,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
27,-0.005260427797903246,-0.04195616497897781,-0.04157408152974347,-0.04222482195257671,-0.04170211026006331,-0.04195735075639221,-0.04180751909756788,-0.04182723618096716,-0.04176624528100084,-0.04189520342704991,-0.041552459237779504,-0.04196100270772083,-0.04180060285934466,-0.04192615734938645,-0.04188826807954545,-0.041945114532938345,-0.04205051285859658,-0.09184173196919686,-0.08628127696289903,-0.09090334674277066,-0.07670619315343591,-0.10072902954434364,-0.09498340663693475,-0.12164478593179691,-0.08821929280361147,-0.07968976717910076,-0.07599216607565346,-0.09769539078156288,-0.08210760980745287,-0.08686119395222908,-0.09580275160943358,-0.0957120695373845,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
28,-0.005285159475373407,-0.04044695041138868,-0.04038625062889366,-0.04132642148550061,-0.03994004926315923,-0.04103182096029532,-0.04089202597864303,-0.04005988817332066,-0.040564338941979236,-0.04016160880248232,-0.03977163955616038,-0.04106821541606719,-0.0406231210886589,-0.04039600562130665,-0.04014292357623105,-0.04101985465353529,-0.04114294783287147,-0.11480216496149608,-0.10449621321062216,-0.12814086227595384,-0.0801928382967739,-0.12729492744614856,-0.12273136812637635,-0.12164478593179691,-0.08821929280361147,-0.12315691291315571,-0.12780500658178082,-0.09769539078156288,-0.103111882083778,-0.1074571471573968,-0.07527359055026925,-0.11214747541754143,-0.11017415992203068,0.031621666666666666,0.06567666666666666,0.049008333333333334,0.019631666666666665,0.022838333333333332,0.06319666666666666,0.08979333333333334,0.027566666666666666,0.03991,0.016298333333333335,0.010333333333333333,0.03499833333333333,0.07423,0.00011166666666666667,0.6713145
