Time,Cases,Time_Diff (Difference between this time point and the next time point),Time + 8,Cases,Difference (of T and T + 8),Average*2
1296864000000,36,-604800000,1301702400000,72,1296,
1297468800000,60,-604800000,1302307200000,88,784,
1298073600000,71,-604800000,1302912000000,76,25,
1298678400000,55,-604800000,1303516800000,59,16,
1299283200000,66,-604800000,1304121600000,101,1225,
1299888000000,70,-604800000,1304726400000,67,9,
1300492800000,72,-604800000,1305331200000,109,1369,
1301097600000,65,-604800000,1305936000000,121,3136,
1301702400000,72,-604800000,1306540800000,129,3249,
1302307200000,88,-604800000,1307145600000,105,289,
1302912000000,76,-604800000,1307750400000,146,4900,
1303516800000,59,-604800000,1308355200000,123,4096,
1304121600000,101,-604800000,1308960000000,141,1600,
1304726400000,67,-604800000,1309564800000,185,13924,
1305331200000,109,-604800000,1310169600000,211,10404,
1305936000000,121,-604800000,1310774400000,215,8836,
1306540800000,129,-604800000,1311379200000,227,9604,
1307145600000,105,-604800000,1311984000000,263,24964,
1307750400000,146,-604800000,1312588800000,218,5184,
1308355200000,123,-604800000,1313193600000,154,961,
1308960000000,141,-604800000,1313798400000,131,100,
1309564800000,185,-604800000,1314403200000,130,3025,
1310169600000,211,-604800000,1315008000000,134,5929,
1310774400000,215,-604800000,1315612800000,119,9216,
1311379200000,227,-604800000,1316217600000,105,14884,
1311984000000,263,-604800000,1316822400000,115,21904,
1312588800000,218,-604800000,1317427200000,79,19321,
1313193600000,154,-604800000,1318032000000,60,8836,
1313798400000,131,-604800000,1318636800000,87,1936,
1314403200000,130,-604800000,1319241600000,74,3136,
1315008000000,134,-604800000,1319846400000,63,5041,
1315612800000,119,-604800000,1320451200000,66,2809,
1316217600000,105,-604800000,1321056000000,69,1296,
1316822400000,115,-604800000,1321660800000,59,3136,
1317427200000,79,-604800000,1322265600000,82,9,
1318032000000,60,-604800000,1322870400000,82,484,
1318636800000,87,-604800000,1323475200000,68,361,
1319241600000,74,-604800000,1324080000000,66,64,
1319846400000,63,-604800000,1324684800000,65,4,
1320451200000,66,-604800000,1325289600000,62,16,
1321056000000,69,-604800000,1325894400000,74,25,
1321660800000,59,-604800000,1326499200000,66,49,
1322265600000,82,-604800000,1327104000000,61,441,
1322870400000,82,-604800000,1327708800000,52,900,
1323475200000,68,-604800000,1328313600000,85,289,
1324080000000,66,-604800000,1328918400000,87,441,
1324684800000,65,-604800000,1329523200000,65,0,
1325289600000,62,-604800000,1330128000000,51,121,
1325894400000,74,-604800000,1330732800000,55,361,
1326499200000,66,-604800000,1331337600000,46,400,
1327104000000,61,-604800000,1331942400000,64,9,
1327708800000,52,-604800000,1332547200000,73,441,
1328313600000,85,-604800000,1333152000000,48,1369,
1328918400000,87,-604800000,1333756800000,52,1225,
1329523200000,65,-604800000,1334361600000,82,289,
1330128000000,51,-604800000,1334966400000,77,676,
1330732800000,55,-604800000,1335571200000,64,81,
1331337600000,46,-604800000,1336176000000,88,1764,
1331942400000,64,-604800000,1336780800000,97,1089,
1332547200000,73,-604800000,1337385600000,80,49,
1333152000000,48,-604800000,1337990400000,80,1024,
1333756800000,52,-604800000,1338595200000,81,841,
1334361600000,82,-604800000,1339200000000,100,324,
1334966400000,77,-604800000,1339804800000,88,121,
1335571200000,64,-604800000,1340409600000,129,4225,
1336176000000,88,-604800000,1341014400000,151,3969,
1336780800000,97,-604800000,1341619200000,140,1849,
1337385600000,80,-604800000,1342224000000,132,2704,
1337990400000,80,-604800000,1342828800000,125,2025,
1338595200000,81,-604800000,1343433600000,110,841,
1339200000000,100,-604800000,1344038400000,94,36,
1339804800000,88,-604800000,1344643200000,127,1521,
1340409600000,129,-604800000,1345248000000,115,196,
1341014400000,151,-604800000,1345852800000,92,3481,
1341619200000,140,-604800000,1346457600000,102,1444,
1342224000000,132,-604800000,1347062400000,76,3136,
1342828800000,125,-604800000,1347667200000,74,2601,
1343433600000,110,-604800000,1348272000000,72,1444,
1344038400000,94,-604800000,1348876800000,100,36,
1344643200000,127,-604800000,1349481600000,104,529,
1345248000000,115,-604800000,1350086400000,123,64,
1345852800000,92,-604800000,1350691200000,105,169,
1346457600000,102,-604800000,1351296000000,84,324,
1347062400000,76,-604800000,1351900800000,104,784,
1347667200000,74,-604800000,1352505600000,100,676,
1348272000000,72,-604800000,1353110400000,88,256,
1348876800000,100,-604800000,1353715200000,100,0,
1349481600000,104,-604800000,1354320000000,80,576,
1350086400000,123,-604800000,1354924800000,78,2025,
1350691200000,105,-604800000,1355529600000,105,0,
1351296000000,84,-604800000,1356134400000,94,100,
1351900800000,104,-604800000,1356739200000,112,64,
1352505600000,100,-604800000,1357344000000,134,1156,
1353110400000,88,-604800000,1357948800000,205,13689,
1353715200000,100,-604800000,1358553600000,219,14161,
1354320000000,80,-604800000,1359158400000,267,34969,
1354924800000,78,-604800000,1359763200000,293,46225,
1355529600000,105,-604800000,1360368000000,322,47089,
1356134400000,94,-604800000,1360972800000,247,23409,
1356739200000,112,-604800000,1361577600000,296,33856,
1357344000000,134,-604800000,1362182400000,249,13225,
1357948800000,205,-604800000,1362787200000,273,4624,
1358553600000,219,-604800000,1363392000000,308,7921,
1359158400000,267,-604800000,1363996800000,307,1600,
1359763200000,293,-604800000,1364601600000,316,529,
1360368000000,322,-604800000,1365206400000,406,7056,
1360972800000,247,-604800000,1365811200000,492,60025,
1361577600000,296,-604800000,1366416000000,509,45369,
1362182400000,249,-604800000,1367020800000,538,83521,
1362787200000,273,-604800000,1367625600000,547,75076,
1363392000000,308,-604800000,1368230400000,558,62500,
1363996800000,307,-604800000,1368835200000,611,92416,
1364601600000,316,-604800000,1369440000000,640,104976,
1365206400000,406,-604800000,1370044800000,746,115600,
1365811200000,492,-604800000,1370649600000,814,103684,
1366416000000,509,-604800000,1371254400000,809,90000,
1367020800000,538,-604800000,1371859200000,842,92416,
1367625600000,547,-604800000,1372464000000,806,67081,
1368230400000,558,-604800000,1373068800000,678,14400,
1368835200000,611,-604800000,1373673600000,541,4900,
1369440000000,640,-604800000,1374278400000,390,62500,
1370044800000,746,-604800000,1374883200000,306,193600,
1370649600000,814,-604800000,1375488000000,289,275625,
1371254400000,809,-604800000,1376092800000,256,305809,
1371859200000,842,-604800000,1376697600000,378,215296,
1372464000000,806,-604800000,1377302400000,341,216225,
1373068800000,678,-604800000,1377907200000,386,85264,
1373673600000,541,-604800000,1378512000000,452,7921,
1374278400000,390,-604800000,1379116800000,339,2601,
1374883200000,306,-604800000,1379721600000,376,4900,
1375488000000,289,-604800000,1380326400000,406,13689,
1376092800000,256,-604800000,1380931200000,441,34225,
1376697600000,378,-604800000,1381536000000,438,3600,
1377302400000,341,-604800000,1382140800000,374,1089,
1377907200000,386,-604800000,1382745600000,495,11881,
1378512000000,452,-604800000,1383350400000,458,36,
1379116800000,339,-604800000,1383955200000,402,3969,
1379721600000,376,-604800000,1384560000000,444,4624,
1380326400000,406,-604800000,1385164800000,365,1681,
1380931200000,441,-604800000,1385769600000,372,4761,
1381536000000,438,-604800000,1386374400000,347,8281,
1382140800000,374,-604800000,1386979200000,381,49,
1382745600000,495,-604800000,1387584000000,371,15376,
1383350400000,458,-604800000,1388188800000,414,1936,
1383955200000,402,-604800000,1388793600000,437,1225,
1384560000000,444,-604800000,1389398400000,479,1225,
1385164800000,365,-604800000,1390003200000,401,1296,
1385769600000,372,-604800000,1390608000000,336,1296,
1386374400000,347,-604800000,1391212800000,234,12769,
1386979200000,381,-604800000,1391817600000,274,11449,
1387584000000,371,-604800000,1392422400000,369,4,
1388188800000,414,-604800000,1393027200000,194,48400,
1388793600000,437,-604800000,1393632000000,187,62500,
1389398400000,479,-604800000,1394236800000,210,72361,
1390003200000,401,-604800000,1394841600000,225,30976,
1390608000000,336,-604800000,1395446400000,210,15876,
1391212800000,234,-604800000,1396051200000,225,81,
1391817600000,274,-604800000,1396656000000,240,1156,
1392422400000,369,-604800000,1397260800000,245,15376,
1393027200000,194,-604800000,1397865600000,235,1681,
1393632000000,187,-604800000,1398470400000,282,9025,
1394236800000,210,-604800000,1399075200000,251,1681,
1394841600000,225,-604800000,1399680000000,261,1296,
1395446400000,210,-604800000,1400284800000,291,6561,
1396051200000,225,-604800000,1400889600000,428,41209,
1396656000000,240,-604800000,1401494400000,456,46656,
1397260800000,245,-604800000,1402099200000,459,45796,
1397865600000,235,-604800000,1402704000000,506,73441,
1398470400000,282,-604800000,1403308800000,551,72361,
1399075200000,251,-604800000,1403913600000,671,176400,
1399680000000,261,-604800000,1404518400000,891,396900,
1400284800000,291,-604800000,1405123200000,819,278784,
1400889600000,428,-604800000,1405728000000,746,101124,
1401494400000,456,-604800000,1406332800000,634,31684,
1402099200000,459,-604800000,1406937600000,484,625,
1402704000000,506,-604800000,1407542400000,545,1521,
1403308800000,551,-604800000,1408147200000,438,12769,
1403913600000,671,-604800000,1408752000000,418,64009,
1404518400000,891,-604800000,1409356800000,367,274576,
1405123200000,819,-604800000,1409961600000,339,230400,
1405728000000,746,-604800000,1410566400000,362,147456,
1406332800000,634,-604800000,1411171200000,397,56169,
1406937600000,484,-604800000,1411776000000,345,19321,
1407542400000,545,-604800000,1412380800000,339,42436,
1408147200000,438,-604800000,1412985600000,278,25600,
1408752000000,418,-604800000,1413590400000,297,14641,
1409356800000,367,-604800000,1414195200000,213,23716,
1409961600000,339,-604800000,1414800000000,186,23409,
1410566400000,362,-604800000,1415404800000,169,37249,
1411171200000,397,-604800000,1416009600000,158,57121,
1411776000000,345,-604800000,1416614400000,149,38416,
1412380800000,339,-604800000,1417219200000,162,31329,
1412985600000,278,-604800000,1417824000000,212,4356,
1413590400000,297,-604800000,1418428800000,177,14400,
1414195200000,213,-604800000,1419033600000,198,225,
1414800000000,186,-604800000,1419638400000,188,4,
1415404800000,169,-604800000,1420243200000,158,121,
1416009600000,158,-604800000,1420848000000,257,9801,
1416614400000,149,-604800000,1421452800000,228,6241,
1417219200000,162,-604800000,1422057600000,237,5625,
1417824000000,212,-604800000,1422662400000,259,2209,
1418428800000,177,-604800000,1423267200000,212,1225,
1419033600000,198,-604800000,1423872000000,173,625,
1419638400000,188,-604800000,1424476800000,100,7744,
1420243200000,158,-604800000,1425081600000,172,196,
1420848000000,257,-604800000,1425686400000,190,4489,
1421452800000,228,-604800000,1426291200000,110,13924,
1422057600000,237,-604800000,1426896000000,91,21316,
1422662400000,259,-604800000,1427500800000,130,16641,
1423267200000,212,-604800000,1428105600000,91,14641,
1423872000000,173,-604800000,1428710400000,107,4356,
1424476800000,100,-604800000,1429315200000,137,1369,
1425081600000,172,-604800000,1429920000000,113,3481,
1425686400000,190,-604800000,1430524800000,120,4900,
1426291200000,110,-604800000,1431129600000,135,625,
1426896000000,91,-604800000,1431734400000,158,4489,
1427500800000,130,-604800000,1432339200000,109,441,
1428105600000,91,-604800000,1432944000000,180,7921,
1428710400000,107,-604800000,1433548800000,152,2025,
1429315200000,137,-604800000,1434153600000,193,3136,
1429920000000,113,-604800000,1434758400000,207,8836,
1430524800000,120,-604800000,1435363200000,240,14400,
1431129600000,135,-604800000,1435968000000,242,11449,
1431734400000,158,-604800000,1436572800000,272,12996,
1432339200000,109,-604800000,1437177600000,263,23716,
1432944000000,180,-604800000,1437782400000,293,12769,
1433548800000,152,-604800000,1438387200000,250,9604,
1434153600000,193,-604800000,1438992000000,226,1089,
1434758400000,207,-604800000,1439596800000,221,196,
1435363200000,240,-604800000,1440201600000,250,100,
1435968000000,242,-604800000,1440806400000,225,289,
1436572800000,272,-604800000,1441411200000,246,676,
1437177600000,263,-604800000,1442016000000,217,2116,
1437782400000,293,-604800000,1442620800000,303,100,
1438387200000,250,-604800000,1443225600000,214,1296,
1438992000000,226,-604800000,1443830400000,257,961,
1439596800000,221,-604800000,1444435200000,235,196,
1440201600000,250,-604800000,1445040000000,235,225,
1440806400000,225,-604800000,1445644800000,224,1,
1441411200000,246,-604800000,1446249600000,246,0,
1442016000000,217,-604800000,1446854400000,266,2401,
1442620800000,303,-604800000,1447459200000,198,11025,
1443225600000,214,-604800000,1448064000000,254,1600,
1443830400000,257,-604800000,1448668800000,286,841,
1444435200000,235,-604800000,1449273600000,259,576,
1445040000000,235,-604800000,1449878400000,357,14884,
1445644800000,224,-604800000,1450483200000,333,11881,
1446249600000,246,-604800000,1451088000000,372,15876,
1446854400000,266,-604800000,1451692800000,459,37249,
1447459200000,198,-604800000,1452297600000,547,121801,
1448064000000,254,-604800000,1452902400000,620,133956,
1448668800000,286,-604800000,1453507200000,637,123201,
1449273600000,259,-604800000,1454112000000,624,133225,
1449878400000,357,-604800000,1454716800000,525,28224,
1450483200000,333,-604800000,1455321600000,419,7396,
1451088000000,372,-604800000,1455926400000,590,47524,
1451692800000,459,-604800000,1456531200000,511,2704,
1452297600000,547,-604800000,1457136000000,411,18496,
1452902400000,620,-604800000,1457740800000,396,50176,
1453507200000,637,-604800000,1458345600000,373,69696,
1454112000000,624,-604800000,1458950400000,306,101124,
1454716800000,525,-604800000,1459555200000,377,21904,
1455321600000,419,-604800000,1460160000000,291,16384,
1455926400000,590,-604800000,1460764800000,224,133956,
1456531200000,511,-604800000,1461369600000,229,79524,
1457136000000,411,-604800000,1461974400000,242,28561,
1457740800000,396,-604800000,1462579200000,180,46656,
1458345600000,373,-604800000,1463184000000,216,24649,
1458950400000,306,-604800000,1463788800000,212,8836,
1459555200000,377,-604800000,1464393600000,198,32041,
1460160000000,291,-604800000,1464998400000,216,5625,
1460764800000,224,-604800000,1465603200000,158,4356,
1461369600000,229,-604800000,1466208000000,193,1296,
1461974400000,242,-604800000,1466812800000,215,729,
1462579200000,180,-604800000,1467417600000,234,2916,
1463184000000,216,-604800000,1468022400000,247,961,
1463788800000,212,-604800000,1468627200000,223,121,
1464393600000,198,-604800000,1469232000000,266,4624,
1464998400000,216,-604800000,1469836800000,222,36,
1465603200000,158,-604800000,1470441600000,210,2704,
1466208000000,193,-604800000,1471046400000,198,25,
1466812800000,215,-604800000,1471651200000,222,49,
1467417600000,234,-604800000,1472256000000,274,1600,
1468022400000,247,-604800000,1472860800000,311,4096,
1468627200000,223,-604800000,1473465600000,242,361,
1469232000000,266,-604800000,1474070400000,175,8281,
1469836800000,222,-604800000,1474675200000,174,2304,
1470441600000,210,-604800000,1475280000000,138,5184,
1471046400000,198,-604800000,1475884800000,125,5329,
1471651200000,222,-604800000,1476489600000,94,16384,
1472256000000,274,-604800000,1477094400000,108,27556,
1472860800000,311,-604800000,1477699200000,84,51529,
1473465600000,242,-604800000,1478304000000,86,24336,
1474070400000,175,-604800000,1478908800000,84,8281,
1474675200000,174,-604800000,1479513600000,72,10404,
1475280000000,138,-604800000,1480118400000,75,3969,
1475884800000,125,-604800000,1480723200000,86,1521,
1476489600000,94,-604800000,1481328000000,59,1225,
1477094400000,108,-604800000,1481932800000,81,729,
1477699200000,84,-604800000,1482537600000,72,144,
1478304000000,86,-604800000,1483142400000,64,484,
1478908800000,84,-604800000,1483747200000,70,196,
1479513600000,72,-604800000,1484352000000,91,361,
1480118400000,75,-604800000,1484956800000,74,1,
1480723200000,86,-604800000,1485561600000,63,529,
1481328000000,59,-604800000,1486166400000,62,9,
1481932800000,81,-604800000,1486771200000,77,16,
1482537600000,72,-604800000,1487376000000,53,361,
1483142400000,64,-604800000,1487980800000,54,100,
1483747200000,70,-604800000,1488585600000,41,841,
1484352000000,91,-604800000,1489190400000,32,3481,
1484956800000,74,-604800000,1489795200000,35,1521,
1485561600000,63,-604800000,1490400000000,32,961,
1486166400000,62,-604800000,1491004800000,50,144,
1486771200000,77,-604800000,1491609600000,37,1600,
1487376000000,53,-604800000,1492214400000,32,441,
1487980800000,54,-604800000,1492819200000,51,9,
1488585600000,41,-604800000,1493424000000,37,16,
1489190400000,32,-604800000,1494028800000,42,100,
1489795200000,35,-604800000,1494633600000,48,169,
1490400000000,32,-604800000,1495238400000,50,324,
1491004800000,50,-604800000,1495843200000,50,0,
1491609600000,37,-604800000,1496448000000,66,841,
1492214400000,32,-604800000,1497052800000,62,900,
1492819200000,51,-604800000,1497657600000,80,841,
1493424000000,37,-604800000,1498262400000,73,1296,
1494028800000,42,-604800000,1498867200000,75,1089,
1494633600000,48,-604800000,1499472000000,63,225,
1495238400000,50,-604800000,1500076800000,53,9,
1495843200000,50,-604800000,1500681600000,51,1,
1496448000000,66,-604800000,1501286400000,67,1,
1497052800000,62,-604800000,1501891200000,60,4,
1497657600000,80,-604800000,1502496000000,56,576,
1498262400000,73,-604800000,1503100800000,53,400,
1498867200000,75,-604800000,1503705600000,52,529,
1499472000000,63,-604800000,1504310400000,33,900,
1500076800000,53,-604800000,1504915200000,40,169,
1500681600000,51,-604800000,1505520000000,53,4,
1501286400000,67,-604800000,1506124800000,59,64,
1501891200000,60,-604800000,1506729600000,39,441,
1502496000000,56,-604800000,1507334400000,52,16,
1503100800000,53,-604800000,1507939200000,55,4,
1503705600000,52,-604800000,1508544000000,63,121,
1504310400000,33,-604800000,1509148800000,77,1936,
1504915200000,40,-604800000,1509753600000,62,484,
1505520000000,53,-604800000,1510358400000,44,81,
1506124800000,59,-604800000,1510963200000,50,81,
1506729600000,39,-604800000,1511568000000,24,225,
1507334400000,52,-604800000,1512172800000,38,196,
1507939200000,55,-604800000,1512777600000,34,441,
1508544000000,63,-604800000,1513382400000,40,529,
1509148800000,77,-604800000,1513987200000,51,676,
1509753600000,62,-604800000,1514592000000,66,16,
1510358400000,44,-604800000,1515196800000,83,1521,
1510963200000,50,-604800000,1515801600000,68,324,
1511568000000,24,-604800000,1516406400000,54,900,
1512172800000,38,-604800000,1517011200000,45,49,
1512777600000,34,-604800000,1517616000000,48,196,
1513382400000,40,-604800000,1518220800000,50,100,
1513987200000,51,-604800000,1518825600000,28,529,
1514592000000,66,-604800000,1519430400000,39,729,
1515196800000,83,-604800000,1520035200000,51,1024,
1515801600000,68,-604800000,1520640000000,37,961,
1516406400000,54,-604800000,1521244800000,39,225,
1517011200000,45,-604800000,1521849600000,36,81,
1517616000000,48,-604800000,1522454400000,24,576,
1518220800000,50,-604800000,1523059200000,38,144,
1518825600000,28,-604800000,1523664000000,38,100,
1519430400000,39,-604800000,1524268800000,56,289,
1520035200000,51,-604800000,1524873600000,56,25,
1520640000000,37,-604800000,1525478400000,77,1600,
1521244800000,39,-604800000,1526083200000,62,529,
1521849600000,36,-604800000,1526688000000,64,784,
1522454400000,24,-604800000,1527292800000,65,1681,
1523059200000,38,-604800000,1527897600000,54,256,
1523664000000,38,-604800000,1528502400000,75,1369,
1524268800000,56,-604800000,1529107200000,55,1,
1524873600000,56,-604800000,1529712000000,61,25,
1525478400000,77,-604800000,1530316800000,76,1,
1526083200000,62,-604800000,1530921600000,58,16,
1526688000000,64,-604800000,1531526400000,44,400,
1527292800000,65,-604800000,1532131200000,41,576,
1527897600000,54,-604800000,1532736000000,56,4,
1528502400000,75,-604800000,1533340800000,51,576,
1529107200000,55,-604800000,1533945600000,59,16,
1529712000000,61,-604800000,1534550400000,43,324,
1530316800000,76,-604800000,1535155200000,68,64,
1530921600000,58,-604800000,1535760000000,75,289,
1531526400000,44,-604800000,1536364800000,76,1024,
1532131200000,41,-604800000,1536969600000,49,64,
1532736000000,56,-604800000,1537574400000,63,49,
1533340800000,51,-604800000,1538179200000,40,121,
1533945600000,59,-604800000,1538784000000,51,64,
1534550400000,43,-604800000,1539388800000,51,64,
1535155200000,68,-604800000,1539993600000,62,36,
1535760000000,75,-604800000,1540598400000,78,9,
1536364800000,76,-604800000,1541203200000,75,1,
1536969600000,49,-604800000,1541808000000,71,484,
1537574400000,63,-604800000,1542412800000,78,225,
1538179200000,40,-604800000,1543017600000,97,3249,
1538784000000,51,-604800000,1543622400000,109,3364,
1539388800000,51,-604800000,1544227200000,115,4096,
1539993600000,62,-604800000,1544832000000,108,2116,
1540598400000,78,-604800000,1545436800000,128,2500,
1541203200000,75,-604800000,1546041600000,160,7225,
1541808000000,71,-604800000,1546646400000,207,18496,
1542412800000,78,-604800000,1547251200000,245,27889,
1543017600000,97,-604800000,1547856000000,215,13924,
1543622400000,109,-604800000,1548460800000,222,12769,
1544227200000,115,-604800000,1549065600000,182,4489,
1544832000000,108,-604800000,1549670400000,138,900,
1545436800000,128,-604800000,1550275200000,235,11449,
1546041600000,160,-604800000,1550880000000,182,484,
1546646400000,207,-604800000,1551484800000,157,2500,
1547251200000,245,-604800000,1552089600000,134,12321,
1547856000000,215,-604800000,1552694400000,109,11236,
1548460800000,222,-604800000,1553299200000,97,15625,
1549065600000,182,-604800000,1553904000000,100,6724,
1549670400000,138,-604800000,1554508800000,108,900,
1550275200000,235,-604800000,1555113600000,125,12100,
1550880000000,182,-604800000,1555718400000,135,2209,
1551484800000,157,-604800000,1556323200000,157,0,
1552089600000,134,-604800000,1556928000000,194,3600,
1552694400000,109,-604800000,1557532800000,287,31684,
1553299200000,97,-604800000,1558137600000,309,44944,
1553904000000,100,-604800000,1558742400000,378,77284,
1554508800000,108,-604800000,1559347200000,401,85849,
1555113600000,125,-604800000,1559952000000,400,75625,
1555718400000,135,-604800000,1560556800000,467,110224,
1556323200000,157,-604800000,1561161600000,433,76176,
1556928000000,194,-604800000,1561766400000,497,91809,
1557532800000,287,-604800000,1562371200000,593,93636,
1558137600000,309,-604800000,1562976000000,664,126025,
1558742400000,378,-604800000,1563580800000,647,72361,
1559347200000,401,-604800000,1564185600000,605,41616,
1559952000000,400,-604800000,1564790400000,600,40000,
1560556800000,467,-604800000,1565395200000,523,3136,
1561161600000,433,-604800000,1566000000000,524,8281,
1561766400000,497,-604800000,1566604800000,476,441,
1562371200000,593,-604800000,1567209600000,414,32041,
1562976000000,664,-604800000,1567814400000,330,111556,
1563580800000,647,-604800000,1568419200000,318,108241,
1564185600000,605,-604800000,1569024000000,301,92416,
1564790400000,600,-604800000,1569628800000,261,114921,
1565395200000,523,-604800000,1570233600000,246,76729,
1566000000000,524,-604800000,1570838400000,228,87616,
1566604800000,476,-604800000,1571443200000,239,56169,
1567209600000,414,-604800000,1572048000000,242,29584,
1567814400000,330,-604800000,1572652800000,308,484,
1568419200000,318,-604800000,1573257600000,322,16,
1569024000000,301,-604800000,1573862400000,373,5184,
1569628800000,261,-604800000,1574467200000,334,5329,
1570233600000,246,-604800000,,,,
1570838400000,228,-604800000,,,,
1571443200000,239,-604800000,,,,
1572048000000,242,-604800000,,,,
1572652800000,308,-604800000,,,,
1573257600000,322,-604800000,,,,
1573862400000,373,-604800000,,,,
1574467200000,334,1574467200000,,,,
